name,provide,address
Trường tiểu học Nam Sài Gòn,Tp. Hồ Chí Minh,KHU ĐÔ THỊ MỚI NAM SÀI GÒN – Phường Tân Phú
Trường tiểu học Nguyễn Trực,Tp. Hồ Chí Minh,38A – DƯƠNG BÁ TRẠC – Phường 1
Trường tiểu học Tiểu Học Rạch Ông,Tp. Hồ Chí Minh,284 – DƯƠNG BÁ TRẠC – Phường 2
Trường tiểu học Âu Dương Lân,Tp. Hồ Chí Minh,79 – ÂU DƯƠNG LÂN – Phường 3
Trường tiểu học Vàm Cỏ Ðông,Tp. Hồ Chí Minh,771-795 – PHẠM THẾ HIỂN – Phường 4
Trường tiểu học Thái Hưng,Tp. Hồ Chí Minh,785 TẠ QUANG BỬU – Phường 4
Trường tiểu học Bông Sao,Tp. Hồ Chí Minh,196 – BÙI MINH TRỰC – Phường 5
Trường tiểu học Phan Ðăng Lưu,Tp. Hồ Chí Minh,1755 – PHẠM THẾ HIỂN – Phường 6
Trường tiểu học Phạm Thế Hiển,Tp. Hồ Chí Minh,2287 – PHẠM THẾ HIỂN – Phường 6
Trường tiểu học An Phong,Tp. Hồ Chí Minh,Lô F1 Khu dân cư Hai Thành (PHạm Thế Hiển nối dài) – Phường 7
Trường tiểu học Trần Danh Lâm,Tp. Hồ Chí Minh,68 – HƯNG PHÚ – Phường 8
Trường tiểu học Hưng Phú,Tp. Hồ Chí Minh,692B – HƯNG PHÚ – Phường 10
Trường tiểu học Ðinh Công Tráng,Tp. Hồ Chí Minh,520/580-584 NGUYỄN DUY – Phường 10
Trường tiểu học Lý Thái Tổ,Tp. Hồ Chí Minh,59-61 – XÓM CỦI – Phường 11
Trường tiểu học Tuy Lý Vương,Tp. Hồ Chí Minh,381 – TÙNG THIỆN VƯƠNG – Phường 12
Trường tiểu học Trần Nguyên Hãn,Tp. Hồ Chí Minh,45 – TRẦN NGUYÊN HÃN – Phường 13
Trường tiểu học Hồng Ðức,Tp. Hồ Chí Minh,289A – BẾN BÌNH ÐÔNG – Phường 14
Trường tiểu học Nguyễn Nhược Thị,Tp. Hồ Chí Minh,2 – NGUYỄN NHƯỢC THỊ – Phường 15
Trường tiểu học Vạn Nguyên,Tp. Hồ Chí Minh,235Bis – BẾN MỄ CỐC – Phường 15
Trường tiểu học Nguyễn Trung Ngạn,Tp. Hồ Chí Minh,SỐ 16 ĐƯỜNG 3229 PHẠM THẾ HIỂN – Phường 7
Trường tiểu học Nguyễn Công Trứ,Tp. Hồ Chí Minh,4 – TRƯƠNG ĐÌNH HỘI – Phường 16
Trường tiểu học Long Bình,Tp. Hồ Chí Minh,CẦU ÔNG TÁN – Phường Long Bình
Trường tiểu học Phước Bình,Tp. Hồ Chí Minh,ÐƯỜNG 18 – Phường Phước Bình
Trường tiểu học Tạ Uyên,Tp. Hồ Chí Minh,34/16 khu phố VĨNH THUẬN – Phường Long Bình
Trường tiểu học Ðinh Tiên Hoàng,Tp. Hồ Chí Minh,3 ÐƯỜNG QUANG TRUNG – Phường Hiệp Phú
Trường tiểu học Phú Hữu,Tp. Hồ Chí Minh,ĐƯỜNG 898 KHU PHỐ 4 – Phường Phú Hữu
Trường tiểu học Phước Long,Tp. Hồ Chí Minh,Ð.ÐỖ XUÂN HỢP – Phường Phước Long B
Trường tiểu học Long Thạnh Mỹ,Tp. Hồ Chí Minh,Khu Phố 1 – Phường Long Thạnh Mỹ
Trường tiểu học Hiệp Phú,Tp. Hồ Chí Minh,KHU PHỐ 4 – Phường Hiệp Phú
Trường tiểu học Nguyễn Minh Quang,Tp. Hồ Chí Minh,284 HOÀNG HỮU NAM-GIÃN DÂN – Phường Long Thạnh Mỹ
Trường tiểu học Phước Thạnh,Tp. Hồ Chí Minh,NGUYỄN DUY TRINH ẤP PHƯỚC LAI – Phường Long Trường
Trường tiểu học Trương Văn Thành,Tp. Hồ Chí Minh,"LÃ XUÂN OAI, KP 3 – Phường Tăng Nhơn Phú A"
Trường tiểu học Phong Phú,Tp. Hồ Chí Minh,KP 3 – Phường Tăng Nhơn Phú B
Trường tiểu học Long Phước,Tp. Hồ Chí Minh,ẤP LONG THUẬN – Phường Long Phước
Trường tiểu học Tân Phú,Tp. Hồ Chí Minh,ẤP TÂN NHƠN – Phường Tân Phú
Trường Thạnh,Tp. Hồ Chí Minh,ĐƯỜNG LÒ LU – Phường Trường Thạnh
Trường tiểu học Th Phước Long A,Tp. Hồ Chí Minh,Đường Hồ Bá Phấn – Phường Phước Long A
Trường tiểu học Th Việt Mỹ,Tp. Hồ Chí Minh,32 QUANG TRUNG – Phường Hiệp Phú
Trường tiểu học Hồ Thị Kỷ,Tp. Hồ Chí Minh,105 HỒ THỊ KỶ – Phường 1
Trường tiểu học Trần Nhân Tôn,Tp. Hồ Chí Minh,247 HÒA HẢO – Phường 2
Trường Tiểu Học Trương Ðịnh,Tp. Hồ Chí Minh,382 SƯ VẠN HẠNH – Phường 2
Trường tiểu học Trí Tri,Tp. Hồ Chí Minh,168 NGUYỄN DUY DƯƠNG – Phường 3
Trường tiểu học Trần Quang Cơ,Tp. Hồ Chí Minh,438 NGÔ GIA TỰ – Phường 4
Trường tiểu học Nguyễn Chí Thanh,Tp. Hồ Chí Minh,302 NGUYỄN CHÍ THANH – Phường 5
Trường tiểu học Dương Minh Châu,Tp. Hồ Chí Minh,34 NGUYỄN LÂM – Phường 6
Trường tiểu học Nhật Tảo,Tp. Hồ Chí Minh,1 NHẬT TẢO – Phường 9
Trường tiểu học Ðiện Biên,Tp. Hồ Chí Minh,549/1 ÐIỆN BIÊN PHỦ – Phường 11
Trường tiểu học Thiên Hộ Dương,Tp. Hồ Chí Minh,157 TÔ HIẾN THÀNH – Phường 12
Trường tiểu học Triệu Thị Trinh,Tp. Hồ Chí Minh,91/8D ( số cũ 47/8) HÒA HƯNG – Phường 12
Trường tiểu học Hoàng Diệu,Tp. Hồ Chí Minh,285/23/4 CÁCH MẠNG T.8 – Phường 12
Trường tiểu học Lê Thị Riêng,Tp. Hồ Chí Minh,HẺM 493 CÁCH MẠNG THÁNG8 – Phường 13
Trường tiểu học Lê Ðình Chinh,Tp. Hồ Chí Minh,7/4 THÀNH THÁI – Phường 14
Trường tiểu học Bắc Hải,Tp. Hồ Chí Minh,103-105 BẮC HẢI – Phường 15
Trường tiểu học Tô Hiến Thành,Tp. Hồ Chí Minh,104 TÔ HIẾN THÀNH – Phường 15
Trường tiểu học Võ Trường Toản,Tp. Hồ Chí Minh,354/74 LÝ THƯỜNG KIỆT – Phường 14
Trường tiểu học Tiểu Học Trần Văn Kiểu,Tp. Hồ Chí Minh,525 Nguyễn Tri Phương – Phường 8
Trường tiểu học Trí Tâm,Tp. Hồ Chí Minh,799 LÊ HỒNG PHONG – Phường 12
Trường tiểu học Hòa Bình,Tp. Hồ Chí Minh,66 HÒA BÌNH – Phường 5
Trường tiểu học Lê Ðình Chinh,Tp. Hồ Chí Minh,203 Nguyễn Thị Nhỏ – Phường 16
Trường tiểu học Âu Cơ,Tp. Hồ Chí Minh,160 B TRẦN QUÝ – Phường 6
Trường tiểu học Phạm Văn Hai,Tp. Hồ Chí Minh,888-890 NGUYỄN CHÍ THANH – Phường 4
Trường tiểu học Phùng Hưng,Tp. Hồ Chí Minh,250 LẠC LONG QUÂN – Phường 10
Trường tiểu học Nguyễn Bá Ngọc,Tp. Hồ Chí Minh,395/9G MINH PHỤNG – Phường 10
Trường tiểu học Hàn Hải Nguyên,Tp. Hồ Chí Minh,137 – 139 THAI PHIEN – Phường 9
Trường tiểu học Trần Văn Ơn,Tp. Hồ Chí Minh,612 LẠC LONG QUÂN – Phường 5
Trường tiểu học Thái Phiên,Tp. Hồ Chí Minh,393C MINH PHỤNG – Phường 10
Trường tiểu học Lạc Long Quân,Tp. Hồ Chí Minh,225 LÒ SIÊU – Phường 8
Trường tiểu học Ðề Thám,Tp. Hồ Chí Minh,10 LÊ ĐẠI HÀNH – Phường 7
Trường tiểu học Quyết Thắng,Tp. Hồ Chí Minh,391 CX LÊ ÐẠI HÀNH – Phường 11
Trường tiểu học Ðại Thành,Tp. Hồ Chí Minh,79/22 ÂU CƠ – Phường 14
Trường tiểu học Nguyễn Thi,Tp. Hồ Chí Minh,1484 ÐƯỜNG 3-2 – Phường 2
Trường tiểu học Phú Thọ,Tp. Hồ Chí Minh,322 TÔN THẤT HIỆP – Phường 12
Trường tiểu học Trưng Trắc,Tp. Hồ Chí Minh,281/46 LÝ THƯỜNG KIỆT – Phường 15
Trường tiểu học Hưng Việt,Tp. Hồ Chí Minh,135 Lạc Long Quân – Phường 1
Trường tiểu học Bình Thới,Tp. Hồ Chí Minh,181/27-29 BÌNH THỚI – Phường 9
Trường tiểu học Việt Mỹ,Tp. Hồ Chí Minh,252 LẠC LONG QUÂN – Phường 10
Trường tiểu học Việt Mỹ Úc,Tp. Hồ Chí Minh,45 Đường số 5 Cư xá Bình Thới – Phường 8
Trường tiểu học Tiểu Học Apu,Tp. Hồ Chí Minh,501 Lạc Long Quân – Phường 5
Trường tiểu học Phạm Văn Chiêu,Tp. Hồ Chí Minh,2683/1A KHU PHỐ 1 – Phường An Phú Ðông
Trường tiểu học Quang Trung,Tp. Hồ Chí Minh,17B KHU PHỐ 2 – Phường Trung Mỹ Tây
Trường tiểu học Hà Huy Giáp,Tp. Hồ Chí Minh,KHU PHỐ 1 – Phường Thạnh Lộc
Trường tiểu học Nguyễn Du,Tp. Hồ Chí Minh,A36 BIS 1 KHU PHỐ 1 – Phường Ðông Hưng Thuận
Trường tiểu học Nguyễn Khuyến,Tp. Hồ Chí Minh,30/A1 KHU PHỐ 1 – Phường Ðông Hưng Thuận
Trường tiểu học Trần Văn Ơn,Tp. Hồ Chí Minh,"78/4abis, kp7 – F.Tân Hưng Thuận"
Trường tiểu học Quới Xuân,Tp. Hồ Chí Minh,309/6 KHU PHỐ 1 – Phường Thạnh Xuân
Trường tiểu học Nguyễn Văn Thệ,Tp. Hồ Chí Minh,326/37 KHU PHỐ 3 – Phường Thạnh Xuân
Trường tiểu học Nguyễn Thị Minh Khai,Tp. Hồ Chí Minh,11AT1 KHU PHỐ 1 – Phường Tân Thới Nhất
Trường tiểu học Thuận Kiều,Tp. Hồ Chí Minh,62/14B KHU PHỐ 6 – Phường Tân Thới Nhất
Trường tiểu học Lê Văn Thọ,Tp. Hồ Chí Minh,Số 225 kp4 – Phường Tân Thới Hiệp
Trường tiểu học Trần Quang Cơ,Tp. Hồ Chí Minh,KHU PHỐ 3 – Phường Tân Chánh Hiệp
Trường tiểu học Hồ Văn Thanh,Tp. Hồ Chí Minh,24/1 KP 6 – TCH – Q12 – Phường Tân Chánh Hiệp
Trường tiểu học Kim Đồng,Tp. Hồ Chí Minh,"số 1 , Lê Thị Riêng – Phường Thới An"
Trường tiểu học Nguyển Trãi,Tp. Hồ Chí Minh,170/4A KHU PHỐ 1 – Phường Hiệp Thành
Trường tiểu học Võ Văn Tần,Tp. Hồ Chí Minh,TRUNG MỸ TÂY – Phường Trung Mỹ Tây
Trường tiểu học Trương Định,Tp. Hồ Chí Minh,Khu phố 4 – Phường Tân Thới Nhất
Trường tiểu học Lê Lợi,Tp. Hồ Chí Minh,172 HÀ ĐẶC KP 2 – Phường Trung Mỹ Tây
Trường tiểu học Thần Đồng,Tp. Hồ Chí Minh,Phường Ðông Hưng Thuận
Trường tiểu học Tô Vĩnh Diện,Tp. Hồ Chí Minh,26 – VŨ TÙNG – Phường 1
Trường tiểu học Lam Sơn,Tp. Hồ Chí Minh,280 – BÙI HỮU NGHIÃ – Phường 2
Trường tiểu học Hà Huy Tập,Tp. Hồ Chí Minh,7A – PHAN ÐĂNG LƯU – Phường 3
Trường tiểu học Yên Thế,Tp. Hồ Chí Minh,377- LÊ QUANG ÐỊNH – Phường 5
Trường tiểu học Nguyễn Bá Ngọc,Tp. Hồ Chí Minh,47/55- NGUYỄN VĂN ÐẬU – Phường 6
Trường tiểu học Bế Văn Ðàn,Tp. Hồ Chí Minh,10- PHAN ÐĂNG LƯU – Phường 7
Trường tiểu học Phan Văn Trị,Tp. Hồ Chí Minh,348 – PHAN VĂN TRỊ – Phường 11
Trường tiểu học Bình Hoà,Tp. Hồ Chí Minh,1 – CHU VĂN AN – Phường 12
Trường tiểu học Trần Quang Vinh,Tp. Hồ Chí Minh,555 – BÙI ÐÌNH TUÝ – Phường 12
Trường tiểu học Bình Lợi Trung,Tp. Hồ Chí Minh,433 NƠ TRANG LONG – Phường 13
Trường tiểu học Nguyễn Ðình Chiểu,Tp. Hồ Chí Minh,1B- LÊ QUANG ÐỊNH – Phường 14
Trường tiểu học Lê Ðình Chinh,Tp. Hồ Chí Minh,241 – ÐIỆN BIÊN PHỦ – Phường 15
Trường tiểu học Hồng Hà,Tp. Hồ Chí Minh,155A- XÔ VIẾT NGHỆ TĨNH – Phường 17
Trường tiểu học Phù Ðổng,Tp. Hồ Chí Minh,22B- XÔ VIẾT NGHỆ TĨNH – Phường 19
Trường tiểu học Thạnh Mỹ Tây,Tp. Hồ Chí Minh,10- PHAM VIẾT CHÁNH – Phường 19
Trường tiểu học Nguyễn Trọng Tuyển,Tp. Hồ Chí Minh,HẺM 294 – XÔ VIẾT NGHỆ TĨNH – Phường 21
Trường tiểu học Cửu Long,Tp. Hồ Chí Minh,A 19/12 -NGÔ TẤT TỐ – Phường 22
Trường tiểu học Ðống Ða,Tp. Hồ Chí Minh,1B- ÐIỆN BIÊN PHỦ – Phường 25
Trường tiểu học Chu Van An,Tp. Hồ Chí Minh,SO 2 DUONG SO 3 CU XA CHU VAN AN – Phường 26
Trường tiểu học Tầm Vu,Tp. Hồ Chí Minh,69/3 XÔ VIẾT NGHỆ TĨNH – Phường 26
Trường tiểu học Thanh Ða,Tp. Hồ Chí Minh,KHU 2 CƯ XÁ THANH ĐA – Phường 27
Trường tiểu học Bình Quới Tây 1,Tp. Hồ Chí Minh,376 Bình Quới – Phường 28
Trường tiểu học Trí Ðức,Tp. Hồ Chí Minh,153/3 NƠ TRANG LONG – Phường 12
Trường tiểu học Việt Mỹ,Tp. Hồ Chí Minh,ĐƯỜNG 12AB KHU DÂN CƯ MIẾU NỔI – Phường 3
Trường tiểu học Ngôi Nhà Thông Thái,Tp. Hồ Chí Minh,195/15 Điện Biên Phủ – Phường 15
Trường tiểu học Th Bạch Ðằng,Tp. Hồ Chí Minh,72/7 – BẠCH ÐẰNG – Phường 24
Trường tiểu học Nguyễn Thượng Hiền,Tp. Hồ Chí Minh,36 NGUYỄN THƯỢNG HIỀN – Phường 1
Trường tiểu học Trần Văn Ơn,Tp. Hồ Chí Minh,90 NGUYỄN THÁI SƠN – Phường 3
Trường tiểu học Phạm Ngũ Lão,Tp. Hồ Chí Minh,05 PHẠM NGŨ LÃO – Phường 3
Trường tiểu học Hanh Thông,Tp. Hồ Chí Minh,05 LÊ LỢI – Phường 4
Trường tiểu học Nguyễn Viết Xuân,Tp. Hồ Chí Minh,332A DƯƠNG QUẢNG HÀM – Phường 5
Trường tiểu học Trần Quốc Toản,Tp. Hồ Chí Minh,A20 Phan Văn Trị – Phường 7
Trường tiểu học Kim Ðồng,Tp. Hồ Chí Minh,1A QUANG TRUNG – Phường 10
Trường tiểu học Nguyễn Thị Minh Khai,Tp. Hồ Chí Minh,31/1C QUANG TRUNG – Phường 11
Trường tiểu học Chi Lăng,Tp. Hồ Chí Minh,10/6 QUANG TRUNG – Phường 11
Trường tiểu học An Hội,Tp. Hồ Chí Minh,18/23 PHẠM VĂN CHIÊU – Phường 9
Trường tiểu học Lam Sơn,Tp. Hồ Chí Minh,11/3B PHẠM VĂN CHIÊU – Phường 9
Trường tiểu học Lê Thị Hồng Gấm,Tp. Hồ Chí Minh,54/11 PHẠM VĂN CHIÊU – Phường 13
Trường tiểu học Lương Thế Vinh,Tp. Hồ Chí Minh,Số 2 Đường 13 – Phường 8
Trường tiểu học Lê Hoàn,Tp. Hồ Chí Minh,11/214A LÊ ÐỨC THỌ – Phường 15
Trường tiểu học Phan Chu Trinh,Tp. Hồ Chí Minh,40/25A THỐNG NHẤT – Phường 16
Trường tiểu học Võ Thị Sáu,Tp. Hồ Chí Minh,450/19A LÊ ÐỨC THỌ – Phường 16
Trường tiểu học Trần Quang Khải,Tp. Hồ Chí Minh,197/2 NGUYỄN VĂN LƯỢNG – Phường 17
Trường tiểu học Hoàng Văn Thụ,Tp. Hồ Chí Minh,"161/807E, Nguyễn Oanh – Phường 6"
Trường tiểu học Nhựt Tân,Tp. Hồ Chí Minh,12 NGUYỄN VĂN BẢO – Phường 4
Trường tiểu học Sông Lô,Tp. Hồ Chí Minh,37 PHAN XÍCH LONG – Phường 3
Trường tiểu học Cổ Loa,Tp. Hồ Chí Minh,CX NGUYỄN ÐÌNH CHIỂU – Phường 4
Trường tiểu học Cao Bá Quát,Tp. Hồ Chí Minh,92 PHAN ÐĂNG LƯU – Phường 5
Trường tiểu học Ðông Ba,Tp. Hồ Chí Minh,99 Phan Đăng Lưu – Phường 7
Trường tiểu học Khởi Nghĩa,Tp. Hồ Chí Minh,213-215 NGUYỄN VĂN TRỖI – Phường 11
Trường tiểu học Vạn Tường,Tp. Hồ Chí Minh,15 HỒ BIỂU CHÁNH – Phường 12
Trường tiểu học Nguyễn Ðình Chính,Tp. Hồ Chí Minh,93 – 95 NGUYỄN VĂN TRỖI – Phường 12
Trường tiểu học Chí Linh,Tp. Hồ Chí Minh,525/73 HUỲNH VĂN BÁNH – Phường 14
Trường tiểu học Phạm Ngọc Thạch,Tp. Hồ Chí Minh,175 ÐẶNG VĂN NGỮ – Phường 14
Trường tiểu học Trung Nhất,Tp. Hồ Chí Minh,243/3 PHAN ÐÌNH PHÙNG – Phường 15
Trường tiểu học Lê Ðình Chinh,Tp. Hồ Chí Minh,34/5AB TRẦN KHẮC CHÂN – Phường 15
Trường tiểu học Hồ Văn Huê,Tp. Hồ Chí Minh,9 Hoàng Minh Giám – Phường 9
Trường tiểu học Lê Văn Sĩ,Tp. Hồ Chí Minh,322 – NGUYỄN TRỌNG TUYỂN – Phường 1
Trường tiểu học Tân Sơn Nhất,Tp. Hồ Chí Minh,43 – THĂNG LONG – Phường 2
Trường tiểu học Nguyễn Thanh Tuyền,Tp. Hồ Chí Minh,389 – HOÀNG VĂN THỤ – Phường 2
Trường tiểu học Nguyễn Viết Xuân,Tp. Hồ Chí Minh,31/17 – PHẠM VĂN HAI – Phường 3
Trường tiểu học Bình Giã,Tp. Hồ Chí Minh,154/321 – PHẠM VĂN HAI – Phường 3
Trường tiểu học Hoàng Văn Thụ,Tp. Hồ Chí Minh,55 – HOÀNG VIỆT – Phường 4
Trường tiểu học Phạm Văn Hai,Tp. Hồ Chí Minh,375A – PHẠM VĂN HAI – Phường 5
Trường tiểu học Bạch Ðằng,Tp. Hồ Chí Minh,7 – CÁCH MẠNG THÁNG TÁM – Phường 6
Trường tiểu học Chi Lăng,Tp. Hồ Chí Minh,33/13/3 – KHAI TRÍ – Phường 6
Trường tiểu học Ðống Ða,Tp. Hồ Chí Minh,1 – ÐẤT THÁNH – Phường 6
Trường tiểu học Bành Văn Trân,Tp. Hồ Chí Minh,123 – BÀNH VĂN TRÂN – Phường 7
Trường tiểu học Trần Văn Ơn,Tp. Hồ Chí Minh,100 – DUY TÂN – Phường 8
Trường tiểu học Lý Thường Kiệt,Tp. Hồ Chí Minh,349 – LÝ THƯỜNG KIỆT – Phường 9
Trường tiểu học Ngọc Hồi,Tp. Hồ Chí Minh,373/01/145 – LÝ THƯỜNG KIỆT – Phường 9
Trường tiểu học Phú Thọ Hoà,Tp. Hồ Chí Minh,482 – ÂU CƠ – Phường 10
Trường tiểu học Lê Thị Hồng Gấm,Tp. Hồ Chí Minh,624/21 ÂU CƠ – Phường 10
Trường tiểu học Nguyễn Văn Trỗi,Tp. Hồ Chí Minh,25/1 – TÁI THIẾT – Phường 11
Trường tiểu học Lạc Long Quân,Tp. Hồ Chí Minh,1087 – LẠC LONG QUÂN – Phường 11
Trường tiểu học Cách Mạng Tháng Tám,Tp. Hồ Chí Minh,69 – TRƯỜNG CHINH – Phường 12
Trường tiểu học Nguyễn Khuyến,Tp. Hồ Chí Minh,74 – NGUYỄN BÁ TÒNG – Phường 12
Trường tiểu học Trần Quốc Tuấn,Tp. Hồ Chí Minh,19 – CỘNG HOÀ – Phường 12
Trường tiểu học Trần Quốc Toản,Tp. Hồ Chí Minh,114 ÐỒNG ÐEN – Phường 14
Trường tiểu học Yên Thế,Tp. Hồ Chí Minh,31 – NÚI THÀNH – Phường 13
Trường tiểu học Tân Trụ,Tp. Hồ Chí Minh,100 – NGUYỄN PHÚC CHU – Phường 15
Trường tiểu học Sơn Cang,Tp. Hồ Chí Minh,42/2A Văn Chung P 13 – Phường 13
Trường tiểu học Nguyễn Văn Kịp,Tp. Hồ Chí Minh,45/33 Trần Thái tông – Phường 15
Trường tiểu học Lê Anh Xuân,Tp. Hồ Chí Minh,17 Phú Hòa – Phường 7
Trường tiểu học Lương Thế Vinh,Tp. Hồ Chí Minh,481/9 Trường Chinh –
Trường tiểu học Thanh Bình,Tp. Hồ Chí Minh,192/12 NGUYỄN THÁI BÌNH – Phường 12
Trường tiểu học Rạng Ðông,Tp. Hồ Chí Minh,11/10AB – TRƯƠNG CÔNG ÐỊNH – Phường 13
Trường tiểu học Tiểu Học Quốc Tế Pháp Việt Thiên Thần,Tp. Hồ Chí Minh,30 Bui Thi Xuan – Phường 2
Trường tiểu học Duy Tân,Tp. Hồ Chí Minh,1A LŨY BÁN BÍCH – Phường Hiệp Tân
Trường tiểu học Âu Cơ,Tp. Hồ Chí Minh,93/23/13A đường Lũy Bán Bích – Phường Tân Thới Hòa
Trường tiểu học Huỳnh Văn Chính,Tp. Hồ Chí Minh,39 HUỲNH THIỆN LỘC – Phường Hòa Thạnh
Trường tiểu học Phan Chu Trinh,Tp. Hồ Chí Minh,78 THẠCH LAM – Phường Phú Thạnh
Trường tiểu học Võ Thị Sáu,Tp. Hồ Chí Minh,116 đường Nguyễn Sơn – Phường Phú Thạnh
Trường tiểu học Hồ Văn Cường,Tp. Hồ Chí Minh,1772 LẠC LONG QUÂN – Phường Phú Trung
Trường tiểu học Tân Quý,Tp. Hồ Chí Minh,3/1B TÂN KỲ TÂN QUÝ – Phường Sơn Kỳ
Trường tiểu học Tô Vĩnh Diện,Tp. Hồ Chí Minh,51/8 ĐÔ ĐỐC LỘC – Phường Tân Quý
Trường tiểu học Đoàn Thị Điểm,Tp. Hồ Chí Minh,9/45 TÂN KỲ TÂN QUÝ – Phường Tân Sơn Nhì
Trường tiểu học Lê Văn Tám,Tp. Hồ Chí Minh,145 Độc Lập – Phường Tân Thành
Trường tiểu học Lê Lai,Tp. Hồ Chí Minh,48/39 TÂY THẠNH – Phường Tây Thạnh
Trường tiểu học Tân Hương,Tp. Hồ Chí Minh,167/29 TÂN QUÝ – Phường Tân Quý
Trường tiểu học Tân Sơn Nhì,Tp. Hồ Chí Minh,905/4 ÂU CƠ – Phường Tân Sơn Nhì
Trường tiểu học Hiệp Tân,Tp. Hồ Chí Minh,252/16 PHAN ANH – Phường Hiệp Tân
Trường tiểu học Tân Thới,Tp. Hồ Chí Minh,Phường Hòa Thạnh
Trường tiểu học Tân Hóa,Tp. Hồ Chí Minh,Tân hóa – Phường Hiệp Tân
Trường tiểu học Dl Hồng Ngọc,Tp. Hồ Chí Minh,Quận Tân Phú
Trường tiểu học Đỗ Tấn Phong,Tp. Hồ Chí Minh,Phường Linh Trung
Trường tiểu học Nguyễn Trung Trực,Tp. Hồ Chí Minh,962 QL 1 – Phường Linh Chiểu
Trường tiểu học Lương Thế Vinh,Tp. Hồ Chí Minh,1 DÂN CHỦ – Phường Bình Thọ
Trường tiểu học Từ Ðức,Tp. Hồ Chí Minh,43 ĐƯỜNG 4 KP2 – Phường Bình Thọ
Trường tiểu học Bình Triệu,Tp. Hồ Chí Minh,144/12 Quốc lộ 13- Khu phố 2 – Phường Hiệp Bình Chánh
Trường tiểu học Ðặng Thị Rành,Tp. Hồ Chí Minh,137 QL 13 (cũ) – KP3 – Phường Hiệp Bình Phước
Trường tiểu học Hiệp Bình Phước,Tp. Hồ Chí Minh,630 KP4 QL 13 – Phường Hiệp Bình Phước
Trường tiểu học Thái Văn Lung 1,Tp. Hồ Chí Minh,KP5 ĐƯỜNG TAM CHÂU – Phường Tam Phú
Trường tiểu học Tam Bình,Tp. Hồ Chí Minh,71 KHU PHỐ 3 – Phường Tam Bình
Trường tiểu học Trần Văn Vân,Tp. Hồ Chí Minh,15 ĐƯỜNG 6 KP 4 – Phường Bình Chiểu
Trường tiểu học Tiểu Học Bình Chiểu,Tp. Hồ Chí Minh,"902 Tỉnh lộ 42, KP1 – Phường Bình Chiểu"
Trường tiểu học Xuân Hiệp,Tp. Hồ Chí Minh,LINH XUÂN – Phường Linh Xuân
Trường tiểu học Hoàng Diệu,Tp. Hồ Chí Minh,33 LÊ VĂN CHÍ KP3 – Phường Linh Trung
Trường tiểu học Nguyễn Văn Triết,Tp. Hồ Chí Minh,57 KHU PHỐ 2 – Phường Linh Trung
Trường tiểu học Linh Tây,Tp. Hồ Chí Minh,16/5 – Phường Linh Tây
Trường tiểu học Bình Quới,Tp. Hồ Chí Minh,"18/18 Đường 22, KP 4, – Phường Linh Ðông"
Trường tiểu học Ðặng Văn Bất,Tp. Hồ Chí Minh,KHU PHỐ 2 – Phường Linh Ðông
Trường tiểu học Linh Ðông,Tp. Hồ Chí Minh,170 KHU PHỐ 3 – TÔ NGỌC VÂN – Phường Linh Ðông
Trường tiểu học Nguyễn Văn Banh,Tp. Hồ Chí Minh,7/9A KHU PHỐ 5 – Phường Trường Thọ
Trường tiểu học Trương Văn Hải,Tp. Hồ Chí Minh,76 Đường Phú Châu KP 4 – Phường Tam Phú
Trường tiểu học Nguyễn Văn Lịch,Tp. Hồ Chí Minh,66 Tổ 11 Đường số 6 KP3 – Phường Linh Xuân
Trường tiểu học Đào Sơn Tây,Tp. Hồ Chí Minh,61 Hiệp Bình – Phường Hiệp Bình Phước
Trường tiểu học Th-THCS Mỹ,Tp. Hồ Chí Minh,47 Nguyễn Văn Bá – Phường Bình Thọ
Trường tiểu học Hiệp Bình Chánh,Tp. Hồ Chí Minh,HIỆP BÌNH CHÁNH – Phường Hiệp Bình Chánh
Trường tiểu học Việt Anh,Tp. Hồ Chí Minh,Phường Linh Chiểu
Trường tiểu học An Lạc 1,Tp. Hồ Chí Minh,"401 Kinh Dương Vương, KP3 – Phường An Lạc"
Trường tiểu học An Lạc 2,Tp. Hồ Chí Minh,"121 Phùng Tá Chu , Khu Phố 7 – Phường An Lạc A"
Trường tiểu học An Lạc 3,Tp. Hồ Chí Minh,504/58c Kinh Dương Vương – Phường An Lạc A
Trường tiểu học Bình Trị 1,Tp. Hồ Chí Minh,620 Hương Lộ 2 – Phường Bình Trị Đông
Trường tiểu học Bình Trị 2,Tp. Hồ Chí Minh,BÌNH TRỊ ĐÔNG B – Phường Bình Trị Đông B
Trường tiểu học Bình Trị Đông A,Tp. Hồ Chí Minh,SỐ 999 HƯƠNG LỘ 2 – Phường Bình Trị Đông A
Trường tiểu học Tân Tạo,Tp. Hồ Chí Minh,119 Hồ Văn Long KP3 – Phường Tân Tạo
Trường tiểu học Bình Thuận,Tp. Hồ Chí Minh,ẤP 3 – Phường Bình Hưng Hòa A
Trường tiểu học Bình Hưng Hoà 1,Tp. Hồ Chí Minh,ẤP 1 – Phường Bình Hưng Hòa B
Trường tiểu học Bình Hưng Hoà 2,Tp. Hồ Chí Minh,Khu phố 2 – Phường Bình Hưng Hòa B
Trường tiểu học Bình Long,Tp. Hồ Chí Minh,"Số 1A, đường số 4, Khu phố 7 – Phường Bình Hưng Hòa A"
